Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Utility-Other,,Manhattan,2/8/15 18:38,2/9/15 13:53,40.80817808,-73.96407237
Utility-Manhole,414 47 Street,Brooklyn,2/9/15 22:36,2/10/15 8:30,40.64778201,-74.0102235
Fire-Haz Mat,16-17 Cross Bay Boulevard,Queens,2/10/15 19:25,2/10/15 20:22,40.60145814,-73.82030353
Transportation-Other,,Hoboken,9/29/16 9:06,10/10/16 6:27,40.73905343,-74.03015768
Fire-School,168-10 Goethals Avenue,Queens,2/10/15 18:24,2/10/15 20:24,40.72017276,-73.79869889
HazMat-Other,32-56 41 Street,Queens,3/24/16 19:38,8/22/16 17:11,40.75734713,-73.91922532
HazMat-Other,,Brooklyn,5/26/16 22:22,8/22/16 17:14,,
Fire-3rd Alarm,1536 Bryant Avenue,Bronx,9/1/15 4:16,9/1/15 11:35,40.83359866,-73.88681547
Structural-Street Collapse,,Brooklyn,10/28/15 9:51,10/28/15 14:48,,
Transportation-Other,591 Main Street,Manhattan,12/16/15 17:31,12/16/15 18:07,40.76285923,-73.94921294
Law Enforcement-Suspicious Package,245 East 56 St,Manhattan,12/16/15 17:02,12/16/15 22:51,40.75914656,-73.96697888
Utility-Water Main,615 West 181 Street,Manhattan,1/24/16 11:57,1/24/16 23:46,40.8495163,-73.93417165
Fire-2nd Alarm,160-22 77 Road,Queens,1/24/16 23:58,1/25/16 2:24,40.72328707,-73.80775208
Utility-Manhole,374 Stockholm St,Brooklyn,1/25/16 22:05,1/26/16 7:33,40.70463575,-73.91769864
Structural-Other,,Brooklyn,1/26/16 4:58,1/26/16 10:20,,
Fire-1st Alarm,406 Lee Ave,Brooklyn,2/2/16 16:43,2/2/16 17:51,,
Utility-Manhole,1271 6th Avenue,Manhattan,2/3/16 5:26,2/3/16 8:35,40.76028865,-73.98015739
Fire-Haz Mat,8101 15 avenue,Brooklyn,3/31/16 8:27,3/31/16 16:53,40.61415862,-74.00663814
Rescue-Confined Space,928 55th Street,Brooklyn,4/18/12 13:35,4/18/12 14:28,40.63645743,-74.00356338
Structural-Falling Debris,118 w 57 st,Manhattan,4/18/12 11:52,4/18/12 14:36,40.76464966,-73.97799373
Structural-Sidewalk Shed,29-11 Queens Plaza N,Queens,1/31/13 4:06,1/31/13 4:49,,
Transportation-Jack-knifed Tractor Trailer,BQE & Meeker Ave,Queens,1/31/13 4:39,1/31/13 10:51,,
Structural-Truck with Crane Struck Overpass,Westbound Long Island Expressway  & Springfield Blvd Overpass,Queens,7/30/13 15:49,7/30/13 20:23,,
Utility-Oil Feeder,199 Ryerson Street,Brooklyn,7/30/13 13:02,7/30/13 21:17,40.69145464,-73.96456754
LawEnforcement-Suspicious Package,14 Bedford St,Manhattan,7/31/13 15:07,7/31/13 16:26,40.72907976,-74.00349257
HazMat-White Powder Substance,East 97th Street  & 1st Avenue,Manhattan,7/31/13 17:39,7/31/13 18:35,40.78393377,-73.94422452
Utility-Power Outage,,Brooklyn,6/27/15 18:22,6/27/15 20:27,,
Utility-Water Main,640 5 Avenue,Manhattan,7/30/15 14:39,8/2/15 0:23,40.75943173,-73.97712191
Structural-Falling Debris,245  Bergen Street,Brooklyn,8/31/16 16:14,,40.68431713,-73.98427236
Fire-4th Alarm,730 Van Nest Ave,Bronx,4/14/12 13:26,4/19/12 10:02,40.84400986,-73.86438571
LawEnforcement-Suspicious Package,48-35 35th Street,Queens,4/19/12 16:49,4/19/12 17:22,40.74016422,-73.93067107
Utility-Water Main,1680 Atlantic Avenue,Brooklyn,2/4/13 12:29,2/4/13 13:10,40.67765747,-73.93495779
Structural-Stability Problem,946 Herkimer St.,Brooklyn,2/1/13 13:23,2/5/13 12:39,40.67813815,-73.92223793
LawEnforcement-Suspicious Package,230 West 20Th Street,Manhattan,8/12/13 12:36,8/12/13 14:48,40.74265535,-73.99804766
Medical-Spray/Larvaciding,Forest Avenue & Castleton Avenue,Staten Island,8/6/13 6:08,8/13/13 5:08,,
Fire-10-76 (Commercial High Rise),121 Varick Street,Manhattan,8/14/13 2:47,8/14/13 4:04,40.72486097,-74.00594565
Structural-Roller Coaster Accident,West 12th Street & Boardwalk,Brooklyn,8/14/13 19:16,8/14/13 20:20,40.57317167,-73.97970183
Structural-Tunnel,,Brooklyn,11/4/14 17:03,11/4/14 19:35,40.75092356,-73.97855345
Fire-Sensitive Location,274 Garfield Place,Brooklyn,11/5/14 5:39,11/5/14 11:52,40.67090434,-73.97415662
Law Enforcement-Suspicious Package,Third Avenue  & East 188 Street,Bronx,11/5/14 17:26,11/5/14 18:02,,
Fire-1st Alarm,37 East 60 Street,New York,11/5/14 16:57,11/5/14 19:45,40.7640771,-73.97060441
Fire-3rd Alarm,4299 Katonah Avenue,Bronx,8/14/13 22:57,8/15/13 1:06,40.89858616,-73.86738879
LawEnforcement-Suspicious Vehicle,East 51st Street & 1st Avenue,Manhattan,4/2/14 16:40,4/2/14 17:37,40.75450482,-73.96569623
Utility-Water Main,West 65 Street & Amsterdam Avenue,Manhattan,11/5/14 9:51,11/5/14 19:59,40.7741558,-73.98487936
Utility-Water Service Line,1650 Grand Concourse,Bronx,11/5/14 4:58,11/6/14 11:30,40.84346852,-73.91183085
Fire-10-77 (Residential High Rise Fire),870 United Nations Plaza,Manhattan,2/24/15 13:44,2/24/15 18:44,40.75303944,-73.96675091
Fire-2nd Alarm,1045 Ward Avenue,Bronx,2/24/15 15:48,2/24/15 18:56,40.82510411,-73.87645993
Utility-Water Main,270 Broadway,Manhattan,2/24/15 11:06,2/25/15 9:15,40.71402463,-74.00643526
Utility-Water Main,166-05 71 Avenue,Queens,2/24/15 18:20,2/25/15 9:20,40.73049789,-73.8030732
Utility-Water Main,34-74 113 street,Queens,9/22/15 11:11,9/22/15 13:13,,
Fire-1st Alarm,Arthur Kill Road & Richmond Road,Staten Island,8/28/13 16:53,8/29/13 15:14,40.57201444,-74.14699096
Utility-Gas Main Rupture,3981  Boston Road,Bronx,4/16/14 9:57,4/16/14 23:14,40.88439012,-73.83313669
Utility-Water Service Line,972 5th Avenue,Manhattan,11/18/14 12:13,11/18/14 19:54,40.77655283,-73.96404205
Medical-Public Health,270 E 167 Street,Bronx,11/19/14 10:51,11/19/14 12:22,40.83313085,-73.9140272
HazMat-High Carbon Monoxide,237 West 30 Street,Manhattan,3/4/15 15:30,3/4/15 19:25,40.74896536,-73.99361189
Utility-Water Main,741 Ralph Avenue,Brooklyn,3/4/15 16:06,3/4/15 19:27,40.66471615,-73.92218148
Fire-10-76 (Commercial High Rise Fire),1740 Broadway,Manhattan,3/5/15 0:49,3/5/15 2:16,40.76509776,-73.98209451
Utility-Manhole,252 Norman Avenue,Brooklyn,3/5/15 5:32,3/5/15 9:32,40.72766578,-73.94279957
Transportation-Payload Truck,,Brooklyn,1/12/16 5:20,1/12/16 9:12,,
HazMat-High Carbon Monoxide,601 West 110 Street,Manhattan,2/29/16 0:23,8/22/16 17:18,40.80428647,-73.96698538
HazMat-Other,610 Baltic Street,Brooklyn,1/27/16 8:33,8/22/16 17:19,40.68042721,-73.98049122
Fire-Other,2264 Morris Avenue,Bronx,2/15/16 8:23,2/15/16 9:05,40.8574561,-73.90230849
Utility-Other,51 West 89th Street,Manhattan,4/8/16 0:02,4/12/16 20:31,40.78795881,-73.96965134
Law Enforcement-Haz Mat,725 5 Avenue,Manhattan,4/28/16 19:54,5/4/16 12:42,40.76250799,-73.97428713
Fire-Nursing Home,797 Brighton Avenue,Staten Island,5/4/16 20:09,5/4/16 20:39,40.63244746,-74.09716757
Utility-Other,3041 Ocean Avenue,Brooklyn,6/13/16 18:46,6/14/16 16:07,40.58705911,-73.94905861
Fire-1st Alarm,84 Quincy Street,Brooklyn,6/15/16 1:44,6/15/16 5:17,40.68611657,-73.95791425
Utility-Water Main,179-02 Baisley Blvd,queens,6/20/16 13:35,6/20/16 16:30,40.68856465,-73.76570348
Administration-OEM Involved MVA,Boerum place & livingston street,Brooklyn,6/20/16 14:04,6/20/16 19:10,,
HazMat-Asbestos,,Brooklyn,2/12/16 15:58,2/12/16 20:37,,
Fire-4th Alarm,49 Diamond Street,Brooklyn,2/14/16 22:40,2/18/16 11:10,40.72428584,-73.9461144
Structural-Stability Problem,376 East 156th Street,Bronx,3/31/16 15:01,,40.82104772,-73.91654663
Utility-Gas Service Line,180 Franklin Avenue,Brooklyn,4/28/16 12:06,4/28/16 12:23,40.69327763,-73.95779073
Utility-Other,61-25 Marathon Parkway,Queens,5/16/16 14:43,5/19/16 14:10,40.75677786,-73.72948725
Structural-Scaffold,504 Myrtle Ave,Brooklyn,5/19/16 11:28,5/19/16 17:31,40.69352428,-73.96484411
Fire-Other,250 West 57th Street,New York,5/19/16 17:58,5/19/16 23:14,40.76639054,-73.98211944
Structural-Scaffold,1536 Lexington Avenue,Manhattan,5/20/16 10:38,5/20/16 14:18,40.78732337,-73.9498804
Structural-Partial Collapse,2744 East 26th Street,Brooklyn,7/1/16 19:09,7/1/16 19:13,40.58617247,-73.94306477
Structural-Other,1411 Broadway,Manhattan,5/13/15 10:14,5/13/15 13:21,40.75371597,-73.98706766
Utility-Power Outage,Bedford Street & 7 Avenue South,Manhattan,7/30/15 21:08,7/31/15 15:40,40.73071835,-74.00445963
Fire-2nd Alarm,90-11 56th Avenue,Queens,9/8/15 8:47,9/8/15 9:27,40.73608169,-73.87180415
Fire-1st Alarm,150-51 Northern Blvd,Queens,9/9/15 11:20,9/9/15 18:45,40.76514335,-73.81366716
Fire-Collapse,25-26 Broadway,Queens,10/29/15 10:23,10/29/15 13:05,40.76330093,-73.92820671
Utility-Water Main,East 84th Street & 2nd Avenue,Manhattan,10/29/15 15:23,10/29/15 20:43,40.77656246,-73.95270477
Structural-Other,Amsterdam Avenue & 64 Street,Manhattan,10/21/15 18:08,10/30/15 9:41,40.77353006,-73.98533081
Fire-Manhole,1650 Grand Concourse,Bronx,11/1/15 1:10,11/1/15 18:57,40.84346852,-73.91183085
Utility-Transformer,,Brooklyn,10/5/15 22:09,10/5/15 23:35,40.75334609,-73.98516818
Utility-Water Service Line,662 52 St,Brooklyn,11/17/15 15:58,11/18/15 8:13,40.64186169,-74.00798493
Law Enforcement-Other,101-02 Rockaway Blvd,Queens,1/14/16 8:15,1/14/16 9:41,40.67969127,-73.83765443
Structural-Crane,30 Richman Plaza,Bronx,1/14/16 14:04,1/14/16 15:14,40.8519985,-73.92251542
Utility-Other,115 West 11 Street,Manhattan,2/12/16 20:46,2/12/16 21:23,40.73568918,-73.99897522
Law Enforcement-Suspicious Package,,Brooklyn,2/13/16 10:31,2/13/16 10:48,,
Fire-2nd Alarm,25 Locust Street,Brooklyn,2/13/16 8:20,2/13/16 10:50,,
Fire-Other,224 York Street,Brooklyn,2/13/16 18:50,2/13/16 19:50,40.7013124,-73.98194935
Administration-Other,,Brooklyn,2/13/16 10:19,2/15/16 4:25,,
Structural-Collapse,901 Myrtle Ave,Brooklyn,3/10/16 20:21,3/10/16 21:47,40.69565009,-73.94690206
LawEnforcement-Un Authorized Tractor Trailer,Grand Central Parkway  & 94 Street,Queens,2/5/13 13:21,2/5/13 13:21,,
Rescue-Technical,300 Main Street,Manhattan,2/5/13 12:26,2/5/13 14:14,,
Utility-Water Main,23rd Street  & Broadway,Manhattan,2/1/13 11:01,2/7/13 10:19,40.74135658,-73.98912702
Utility-Water Main,208 East 13 St.,Manhattan,2/7/13 14:07,2/8/13 7:13,40.73240026,-73.98722334
LawEnforcement-Device,64-28 65 Lane,Queens,2/9/13 22:27,2/9/13 23:12,40.71184888,-73.89406326
Fire-Smoke Condition,1 World Trade Center,Manhattan,2/10/13 15:55,2/10/13 16:52,40.71326929,-74.01282349
Fire-Manhole,210 East 64th Street,Manhattan,2/11/13 12:12,2/11/13 13:42,40.76446492,-73.96380671
LawEnforcement-Suspicious Package,Rockaway Point Boulevard & Beach 204 Street,Queens,12/18/13 14:07,12/18/13 15:22,40.56082474,-73.91321877
Fire-2nd Alarm,38-20 Bowne Street,Queens,12/19/13 0:29,12/19/13 1:07,40.76194407,-73.82486292
LawEnforcement-Device,209 Centre Street,Manhattan,12/19/13 8:39,12/19/13 9:25,40.71921515,-73.99900072
Fire-2nd Alarm,506 6th Street,Brooklyn,6/6/15 11:38,6/6/15 20:00,40.66829234,-73.97923671
Utility-Water Main,1008 6 Ave,Manhattan,12/18/13 15:20,12/19/13 21:01,40.75198119,-73.98618012
Administration-Planned Event,Central Road & Reilly Boulevard,Manhattan,8/31/14 18:13,8/31/14 19:01,40.79286095,-73.92271427
Utility-Water Main,33-39 Junction Boulevard,Queens,2/16/15 23:00,2/17/15 2:49,40.75607332,-73.87324557
Utility-Water Main,5211 111 Street,Queens,2/17/15 9:40,2/17/15 12:29,40.74403396,-73.85181031
Structural-Stability Problem,113-05 Jamaica Ave,Queens,6/5/15 16:11,6/8/15 4:52,40.69791352,-73.83550396
Fire-3rd Alarm,1605 Amsterdam Avenue,Manhattan,6/8/15 11:02,6/8/15 16:32,40.82159966,-73.95025563
Structural-Other,90-02 Rockaway Beach Blvd,Queens,6/9/15 21:08,6/10/15 12:15,40.58703786,-73.81398769
Transportation-Commuter Bus,530 West 40 Street,Manhattan,6/10/15 10:04,6/10/15 14:16,40.75914579,-73.99840453
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/3/16 16:06,,,
LawEnforcement-Suspicious Package,W 32 St & 7 th Ave,Manhattan,6/17/12 12:23,6/17/12 13:09,,
Structural-Partial Collapse,650 Greene Ave.,Brooklyn,2/28/13 18:22,3/18/13 19:48,40.68932431,-73.94306684
HazMat-High Carbon Monoxide,245 Grand Street,Manhattan,1/4/14 18:30,1/4/14 23:49,40.71829278,-73.99432189
Aviation-Small Aircraft,,Bronx,1/4/14 15:33,1/5/14 2:48,,
Law Enforcement-Suspicious Package,320 East 42 Street,Manhattan,9/21/14 13:55,9/21/14 14:54,40.74954941,-73.97157085
Fire-2nd Alarm,19 Street & Avenue of the Americas,Manhattan,9/21/14 16:15,9/22/14 14:11,40.73736069,-73.99683898
Structural-Falling Debris,326 W 37 Street,Manhattan,9/23/14 14:05,9/23/14 17:42,40.71443161,-74.00609617
Utility-Gas Service Line,340 City Island Avenue,Bronx,9/24/14 11:40,9/24/14 13:32,40.84815238,-73.7868175
Administration-Planned Event,,Queens,3/29/13 13:57,4/1/13 18:17,40.75715153,-73.84597882
Utility-Power Outage,111  Livingston Street,Brooklyn,1/8/14 9:11,1/8/14 18:09,40.691144,-73.98980952
Law Enforcement-Suspicious Package,East 42 Street & Vanderbilt Avenue,Manhattan,10/3/14 15:23,10/3/14 16:25,40.75241091,-73.97834787
HazMat-Liquid,West 57 Street & 7 Avenue,Manhattan,10/3/14 16:18,10/3/14 16:51,40.76552011,-73.9800367
Medical-Public Health,462 1st Avenue,Manhattan,2/24/15 19:57,2/25/15 11:45,40.73917269,-73.97686183
Utility-Sewer Service,Flatbush Avenue & Atlantic Avenue,Brooklyn,2/25/15 16:46,2/25/15 19:17,40.6840525,-73.97745785
Utility-Power Outage,40 Rector Street,Manhattan,2/25/15 15:02,2/25/15 20:41,40.70835593,-74.01481356
Utility-Other,3340 Bailey Avenue,Bronx,2/25/15 13:52,2/26/15 5:51,40.87992845,-73.90086876
Fire-1st Alarm,,Brooklyn,6/17/15 13:21,6/17/15 14:47,,
Structural-Collapse,70 Beacon Court,Brooklyn,6/22/16 14:25,6/23/16 10:34,40.58906969,-73.92214722
HazMat-High Carbon Monoxide,1858 Victor Street,Bronx,3/13/16 19:39,8/22/16 17:57,40.84632433,-73.8673231
Fire-Manhole,West 14 Street & 6 Avenue,Manhattan,8/22/16 15:39,8/22/16 20:13,40.73736069,-73.99683898
Other-Deceased Animals,67-07 A Park Drive East,Queens,9/27/12 13:11,9/27/12 15:01,,
Fire-1st Alarm,29  Fort Greene Pl,Brooklyn,4/17/13 11:07,4/17/13 12:21,40.68883378,-73.97690454
Fire-3rd Alarm,915 Hutchinson River Parkway,Bronx,1/17/14 18:23,1/19/14 0:34,40.82575184,-73.83670912
LawEnforcement-Suspicious Package,Verona Street  & Van Brunt,Brooklyn,1/20/14 7:20,1/20/14 8:34,40.67999202,-74.00980661
Fire-2nd Alarm,1652 East 8 STreet,Brooklyn,10/14/14 18:27,10/14/14 20:36,40.60856783,-73.96502571
Law Enforcement-Suspicious Package,780 3 Ave,Manhattan,10/8/14 15:29,10/15/14 9:28,40.75475619,-73.97155419
Utility-Power Outage,92 street & 1 avenue,Manhattan,10/7/14 18:40,10/15/14 10:23,40.78069061,-73.94659232
Fire-2nd Alarm,28-18 Mott Avenue,Queens,10/15/14 13:14,10/15/14 17:41,40.6089842,-73.76537411
HazMat-BIO,,Brooklyn,5/3/16 21:04,5/3/16 21:34,,
Structural-Street Collapse,,Brooklyn,5/7/16 18:24,5/11/16 11:27,,
Law Enforcement-Other,w 45 st & a,Brooklyn,7/20/16 23:46,7/21/16 3:13,,
Structural-Collapse,723 Saint Nicholas Avenue,Manhattan,8/13/16 12:21,8/14/16 0:02,40.82480273,-73.94421194
Structural-Scaffold,Clinton Street & Mill Street,Brooklyn,8/16/16 20:40,8/17/16 0:22,40.67510124,-74.00168358
Law Enforcement-Haz Mat,,Brooklyn,8/21/16 18:50,8/21/16 20:50,,
Transportation-Other,,Hoboken,9/29/16 9:06,,40.73905343,-74.03015768
Utility-Gas Service Line,1514 56 St,Brooklyn,5/11/16 15:44,,40.6281075,-73.99124936
Fire-6th Alarm,270 ARLINGTON AVENUE,Brooklyn,4/24/16 18:33,5/24/16 10:14,40.68084039,-73.88463748
Law Enforcement-Suspicious Package,West 236 Street & Oxford Avenue,Bronx,8/8/16 14:07,8/8/16 14:46,40.88649472,-73.90869608
Structural-Construction Accident,221 Street & Hartland Avenue,Queens,8/9/16 9:12,8/9/16 10:21,,
HazMat-Other,183-16 Jamaica Avenue,Queens,9/2/15 11:42,8/22/16 17:04,40.70893134,-73.77698295
HazMat-Other,188 8th Avenue,Manhattan,3/23/16 20:33,8/22/16 17:05,40.74315216,-74.00003609
HazMat-Other,26 Federal Plaza,Manhattan,6/10/16 10:49,8/22/16 17:09,40.71601467,-74.00474362
HazMat-Other,2820 Bailey Avenue,Bronx,10/29/15 11:23,8/22/16 17:10,40.87378952,-73.90526036
Structural-Scaffold,157 West 57th Street,Manhattan,4/19/12 16:34,4/19/12 18:18,40.7649874,-73.97875171
Structural-Scaffold,161 & Broadway,Manhattan,11/25/12 8:20,11/25/12 10:09,40.83655777,-73.94305288
HazMat-High Carbon Monoxide,1-20 Astoria Blvd,Queens,6/12/13 19:37,6/14/13 10:19,40.77385381,-73.93644521
Structural-Street Collapse,611 W 247 St,Bronx,6/14/13 14:32,6/14/13 17:55,40.89452149,-73.91037058
Administration-Planned Event,,Queens,6/22/13 8:22,6/22/13 16:15,,
HazMat-High Carbon Monoxide,358 4th Ave,Brooklyn,3/15/14 15:56,3/15/14 20:06,40.67326419,-73.98630819
Other-Over Turned Truck,,Manhattan,3/15/14 14:13,3/15/14 20:09,,
Fire-2nd Alarm,2580 Briggs Avenue,Bronx,3/17/14 22:46,3/18/14 1:35,40.86383798,-73.89351022
Utility-Water Main,73 East Houston Street,Manhattan,3/15/14 17:29,3/19/14 16:23,40.72438334,-73.99334727
Structural-Falling Debris,115 Division Street,Manhattan,3/19/14 20:34,3/19/14 21:44,40.71442253,-73.99199916
Fire-10-77 (Residential High Rise Fire),117 West 70 Street,Manhattan,8/23/16 12:58,8/23/16 13:45,40.77636188,-73.98033313
Fire-High Rise,152 w 52 Street,nyc,8/25/16 12:07,8/25/16 13:48,40.76200435,-73.98156831
Fire-2nd Alarm,72-36 66th Drive,Queens,8/25/16 20:19,8/25/16 22:01,,
Fire-2nd Alarm,71-66 69th Street c/s Myrtle Ave,Queens,8/25/16 20:42,8/25/16 23:32,,
Utility-Water Service Line,100 east 77 street,nyc,8/25/16 11:47,8/26/16 10:29,40.77417769,-73.96114774
Fire-2nd Alarm,1382 Crotona Avenue,Bronx,8/26/16 11:49,8/26/16 15:36,40.83300528,-73.89802606
Fire-1st Alarm,,Brooklyn,8/26/16 18:52,8/26/16 20:44,,
HazMat-Other,2607 Avenue O,Brooklyn,8/29/16 19:50,8/29/16 20:56,40.61414989,-73.94822752
Structural-Stability Problem,35 Perry Street,nyc,8/29/16 17:55,8/30/16 8:57,40.73564524,-74.00264134
Rescue-High Angle,,Brooklyn,8/30/16 14:18,8/30/16 14:18,,
HazMat-High Carbon Monoxide,502 Waverly Avenue,Brooklyn,8/30/16 23:03,8/30/16 23:20,40.68281722,-73.9657944
Utility-Water Main,Amsterdam Avenue & West 89th Street,New York,8/29/16 21:22,8/31/16 6:56,40.78961486,-73.97360857
HazMat-Other,122 Fulton Street,Manhattan,9/19/16 15:41,9/19/16 16:48,,
Structural-Scaffold,7201 Bay Parkway,Brooklyn,12/21/12 3:02,12/21/12 10:02,40.60972233,-73.98570535
Fire-3rd Alarm,3840 Orloff Avenue,Bronx,7/9/13 7:57,7/9/13 16:49,40.88359438,-73.89662848
Transportation-Bus Crash into Building,3750 Broadway,Manhattan,4/4/14 8:07,4/4/14 12:26,40.83327625,-73.94544071
Structural-Stability Problem,2508 Broadway,Manhattan,4/4/14 11:23,4/4/14 13:35,40.7930072,-73.97296799
Fire-1st Alarm,151 East 25 Street,Manhattan,12/17/14 10:57,12/17/14 12:08,40.74051322,-73.98312958
Law Enforcement-Mobilization,167-01 Gothic Drive,Queens,12/18/14 14:12,12/18/14 15:32,40.7132177,-73.79723734
Rescue-Confined Space,234 West 42 Street,Manhattan,12/18/14 12:02,12/18/14 16:04,40.75674634,-73.98865887
Fire-2nd Alarm,103-45 97 St,Queens,12/18/14 16:33,12/18/14 16:33,40.68183654,-73.84276178
Fire-5th Alarm,103-45 97 Street,Queens,12/18/14 16:33,,40.68183654,-73.84276178
Fire-4th Alarm,879 Lafayette Avenue,Brooklyn,9/3/16 22:29,9/4/16 3:34,40.69146515,-73.93761636
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,9/5/16 4:01,9/5/16 4:47,,
Structural-Falling Debris,245  Bergen Street,Brooklyn,8/31/16 16:14,9/5/16 17:25,40.68431713,-73.98427236
Utility-Electric Overhead,76 St & 101 Ave,Queens,9/5/16 22:50,9/6/16 0:45,,
Utility-Other,Labau Avenue  & Victory Blvd,Brooklyn,9/7/16 2:40,9/7/16 4:32,40.59604288,-74.19943561
Utility-Water Service Line,200 West 14 Street,Manhattan,9/7/16 23:50,9/8/16 23:52,40.73872488,-74.00011186
Structural-Partial Collapse,1137 Sterling Place,Brooklyn,9/9/16 2:04,9/9/16 4:23,40.67203671,-73.94106283
Fire-Manhole,530 Putnam Avenue,Brooklyn,9/8/16 22:21,9/9/16 16:51,40.68378946,-73.95206027
Law Enforcement-Suspicious Package,New Utrecht Avenue & 54 Street,Brooklyn,9/18/16 17:33,9/18/16 17:48,,
Law Enforcement-Suspicious Package,944 Bedford Avenue,Brooklyn,9/18/16 18:55,9/18/16 19:40,,
Structural-Crane,100 Norfolk street,Manhattan,9/16/16 12:44,9/18/16 21:59,40.71877528,-73.98714659
Law Enforcement-Suspicious Package,Crescent Street  & Jamaica Avenue,Brooklyn,9/19/16 8:38,9/19/16 9:38,,
Utility-Water Main,2182 Broadway,Manhattan,4/19/12 11:55,4/19/12 19:21,40.78263367,-73.98072126
Utility-Water Main,345 West 4 Street,Manhattan,4/17/12 21:28,4/20/12 10:34,40.73903772,-74.00385034
HazMat-High Carbon Monoxide,2-45 Beach 79 St.,Queens,2/15/13 16:23,2/15/13 18:39,40.58927424,-73.80531871
Transportation-Car,West 34 Street & 11 Avenue,Manhattan,2/17/13 17:05,2/17/13 18:15,40.75578073,-74.00198521
Structural-Sidewalk Shed,990 6 Avenue,Manhattan,8/23/13 5:17,8/23/13 9:44,40.75141033,-73.98659891
Rescue-Water Rescue,Charles St & West St,Manhattan,8/23/13 19:10,8/23/13 21:09,40.73384425,-74.01021505
Fire-10-77 (Residential High Rise),700 Lenox Avenue,Manhattan,8/24/13 0:53,8/24/13 1:40,40.82053325,-73.93614411
Structural-Life Safety Violations,3 Bowen Street,Staten Island,8/23/13 23:37,8/24/13 2:44,40.61546854,-74.08266327
Structural-Struck Overpass,East 57th Street & FDR Drive,Manhattan,6/6/11 9:40,6/6/11 14:29,,
Structural-Scaffold,59 Franklin St,Manhattan,4/26/12 9:17,4/26/12 10:47,40.71704951,-74.002738
Fire-10-77 (Residential High Rise),36 Central PArk South,Manhattan,3/13/13 21:49,3/13/13 22:38,40.76505248,-73.97479516
LawEnforcement-Device,3457 Eastchester Road,Bronx,3/14/13 9:17,3/14/13 9:51,40.8779564,-73.84687959
LawEnforcement-Device,1990 Lexington Avenue,Manhattan,8/28/13 1:52,8/28/13 2:39,40.80207385,-73.93911281
Utility-Water Main,30 Avenue  & 12 Street,Queens,8/17/16 17:46,,40.77151507,-73.93127746
Utility-One Phase Down,118 Avenue D,Manhattan,8/27/13 21:46,,40.72380188,-73.97593998
HazMat-Unknown Powder,138 Street & Archer Avenue,Queens,8/28/13 17:24,8/28/13 18:38,40.69886484,-73.81318882
Aviation-Medium Aircraft,,Queens,8/29/13 2:41,,,
Fire-3rd Alarm,,Brooklyn,6/6/14 21:45,6/6/14 21:49,,
HazMat-Chemical,42 Broadway,Manhattan,3/18/16 17:57,,40.70627013,-74.01290871
Utility-Power Outage,,Brooklyn,1/28/15 0:53,1/29/15 8:42,,
Utility-Power Outage,,Brooklyn,6/13/15 0:25,6/13/15 4:40,,
Law Enforcement-Device,138 West 30 Street,Manhattan,9/23/15 14:51,9/23/15 15:54,40.74777121,-73.99082222
Structural-Other,18-01 149 street,queens,11/2/15 11:13,11/2/15 12:05,40.78282445,-73.81675559
Utility-Gas Low Pressure,155 Beach 136th Street,queens,11/2/15 11:40,11/2/15 21:03,40.57272539,-73.85303987
Law Enforcement-Suspicious Package,415 West 59 STreet,Manhattan,11/3/15 11:31,11/3/15 12:21,40.76953099,-73.98547249
Fire-2nd Alarm,35-27 93 street,Queens,1/25/16 11:01,1/25/16 13:18,40.75252286,-73.87438204
Utility-Water Main,Caswell Avenue & Woolley Avenue,Staten Island,1/25/16 15:31,1/26/16 3:00,40.61336732,-74.14066725
Transportation-Other,94 Street & Ditmars Blvd,Queens,1/25/16 21:35,1/26/16 4:41,40.77031333,-73.87602364
Fire-2nd Alarm,1981 Crotona Avenue,Bronx,1/26/16 1:02,1/26/16 4:44,40.84635674,-73.89034309
Structural-Partial Collapse,201 Halsey Street,Brooklyn,8/6/16 22:11,,40.68235086,-73.94516398
Utility-Other,East 156 Street & Bruckner Boulevard,Bronx,8/12/16 15:42,,40.81437021,-73.89669987
Utility-Other,Frankfort St & Gold St,Manhattan,8/31/16 12:42,,40.71082712,-74.00337979
Fire-2nd Alarm,1340 57 St,Brooklyn,5/15/16 16:24,5/15/16 18:45,40.62988913,-73.99570563
HazMat-High Carbon Monoxide,23 Waverly Avenue,Brooklyn,6/22/16 16:39,6/22/16 23:08,40.69699201,-73.96858201
Fire-Collapse,245 West 34th Street,New York,6/8/16 22:52,7/28/16 8:53,40.75172925,-73.99234838
Utility-Water Service Line,303 East 57 Street,Manhattan,7/28/16 13:08,7/28/16 15:08,40.7592201,-73.96505851
Structural-Other,2883 3rd Avenue,Bronx,7/28/16 18:26,7/29/16 10:30,40.81676868,-73.91652671
Structural-Partial Collapse,201 Halsey Street,Brooklyn,8/6/16 22:11,,40.68235086,-73.94516398
Structural-Other,25-24 73 Street,Queens,8/11/16 12:03,8/11/16 21:18,40.76187842,-73.89504497
Structural-Crane,Church Street  & Dey Street,Manhattan,8/11/16 20:27,8/11/16 22:24,40.71101605,-74.0107995
